Text,Sentiment
accidentally spilled paint art class abstract art right artclassadventures highschoolartist, Embarrassed 
trying master perfect kickflip skateboard skating weekend like pro, Excitement 
bonding friend latest kpop sensation fangirling finest, Joy 
spent hour perfecting chemistry experiment mixing potion like wizard, Joy 
successfully organized surprise birthday party friend party planning expert mode achieved, Joy 
joined drama club unleash inner actor light camera action, Excitement 
got hand latest fantasy novel diving realm magic adventure, Excitement 
mastering art perfect doodle boring class doodle, Joy 
attempting break school record longest handstand wish luck, Excitement 
sneaking snack class like pro art snacksmuggling sacred skill, Mischievous 
hosting sleepover friend weekend preparing night laughter memory, Excitement 
spent hour tiktok dance realize two left foot dance fail unleashed, Embarrassed 
accidentally liked crush old photo stalking profile awkward level maximum, Embarrassed 
tried impress crush smooth conversation ended spilling drink smooth level nonexistent, Embarrassed 
mastered art creating paper airplane lecture paper plane soaring new height, Joy 
trying set new trend juggling textbook class academic juggling unique skill, Excitement 
hiding snack stash backpack emergency craving snack ninja mode activated, Mischievous 
planning surprise scavenger hunt friend anticipating thrill excitement, Excitement 
danced rain celebrate end exam rain dance unexpectedly refreshing, Joy 
accidentally sent text meant friend class group chat texting fail oops moment, Embarrassed 
tried magic trick impress classmate magic fail rabbit go, Embarrassed 
perfecting art creating origami dull lecture origami mastery, Joy 
attempting set new record consecutive hacky sack kick hacky sack skill unleashed, Excitement 
creating secret handshake friend friendship level expert, Joy 
embarking mission find best burger joint town burger connoisseur reporting duty, Excitement 
practicing standup comedy routine upcoming talent show comedy gig making, Joy 
accidentally sent love letter wrong person love note fail maximum embarrassment, Embarrassed 
attempting impress teacher elaborate science experiment science geek mode activated, Excitement 
crafting intricate friendship bracelet whole squad friendship level expert weaver, Joy 
attempting beat record consecutive cartwheel cartwheel challenge underway, Excitement 
organizing movie marathon friend popcorn cinematic adventure await, Joy 
experimenting new hair color bold change bold semester, Excitement 
building time capsule capture memory future timetraveling emotion, Joy 
accidentally walked wrong classroom first day classroom mixup awkward start, Embarrassed 
trying new smoothie recipe healthy start week smoothie enthusiast level, Excitement 
reflecting challenge school year feeling bit overwhelmed assignment, Sad 
encountered meanspirited comment online dealing online hate never easy, Hate 
bad day school everything seems going wrong, Bad 
feeling making sport team disappointment lingers, Sad 
witnessed heated argument cafeteria unpleasant atmosphere lunch, Hate 
received notsogreat grade major project academic frustration setting, Bad 
dealing personal setback sometimes life throw unexpected challenge, Sad 
feeling lonely saturday night sometimes solitude hit harder expected, Sad 
experiencing cyberbullying hateful message online disheartening, Hate 
caught torrential rainstorm without umbrella today weather bad luck, Bad 
missing important event due unforeseen circumstance day filled sadness, Sad 
dealing unfounded rumor circulating personal life rumor hurtful, Hate 
got flat tire way important meeting talk series bad event, Bad 
feeling sense emptiness close friend move away farewell always sad, Sad 
facing rejection dream college disheartened determined explore path, Sad 
encountering online toxicity gaming session hateful comment ruin fun, Hate 
bad hair day feeling selfconscious bad hair day affect confidence, Bad 
feeling sense despair major project failure hard work didnt pay time, Sad 
experiencing hate comment expressing personal opinion online negativity prevails, Hate 
string bad luck constant technology malfunction tech trouble galore, Bad 
missing longanticipated event due unexpected circumstance day filled sadness, Sad 
trying new study technique upcoming exam exploring different learning strategy, Neutral 
organizing community cleanup event cleaner neighborhood promoting environmental awareness, Neutral 
sharing favorite book recommendation classmate building mini book club, Neutral 
experimenting new recipe school bake sale baking adventure kitchen, Neutral 
collaborating school project peer teamwork make dream work, Neutral 
attending school club meeting explore new interest dabbling extracurricular activity, Neutral 
exploring new parttime job opportunity gaining work experience career development progress, Neutral 
attending school assembly stay informed upcoming event announcement staying connected school activity, Neutral 
exploring new hobby photography free time capturing moment lens, Neutral 
participating science fair showcase unique experiment sharing knowledge peer, Neutral 
attending workshop time management enhance organizational skill striving efficiency, Neutral 
volunteering local charity event give back community contributing social cause, Neutral 
collaborating group project promote teamwork shared responsibility group effort action, Neutral 
participating debate club enhance critical thinking communication skill intellectual engagement progress, Neutral 
celebrating friend birthday surprise party joyful moment laughter around, Happy 
successfully completing challenging coding project excitement overcoming coding hurdle, Happy 
attending school talent show support classmate applauding diverse talent display, Happy 
exploring new hiking trail friend weekend nature laughter good vibe, Happy 
winning friendly sport competition rival school victory celebration full swing, Happy 
receiving heartfelt letter pen pal another country connecting across globe, Happy 
creating beautiful mural fellow art enthusiast power collaboration creativity, Happy 
participating schoolwide art exhibition witnessing creativity spreading positive vibe, Happy 
achieving personal best track field competition thrill victory selfimprovement, Happy 
collaborating science project received recognition regional fair science triumph smile, Happy 
attending surprise birthday party organized friend surrounded love laughter good company, Happy 
